Sample	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result
expt08_E3-1	54.1303253097	4.79101621513	19.469231544	5.10726155706	23.06	0.152079766341
expt09_H2-2	0.0303134409797	41.1171513449	41.1323080654	11.4322090415	21.29	0.206131398662
expt10_C6	12.0546133889	33.3770747979	49.0208256118	12.5434492983	8.95	0.272465916718
expt11_G1A5	17.8978676211	56.1667590866	3.11034934718	3.6789837173	25.72	0.17139688461
expt04_F40C1	20.8256197682	5.19558918223	63.7777688345	15.5897858983	13.12	0.275676110753
expt01_F38B7	23.494804092	29.7319154098	31.9457361207	9.28288383001	17.6	0.309328373297
expt07_G2	65.908066471	4.53256939088	3.71019602737	1.43439544039	26.48	0.069115422756
expt03_F41B4	1.99502740916	62.9761655134	24.8829244426	8.20177934877	14.01	0.20569351666
expt05_F42D1	15.2408947231	4.44442207413	74.0159858262	17.1304032696	9.04	0.18723952566
expt11_G1C3	3.30967151833	14.1284896206	77.1096794719	18.0704684642	9.2	0.266443967231
expt11_G1F9	1.58796573023	8.29248854353	86.238294481	18.7866108787	7.57	0.257023311417
expt06_F43C3	27.5088265215	3.02894301159	35.1834121238	8.19220872479	35.21	0.150599405581
expt11_G1F11	16.722890119	47.7252024545	2.11113224357	2.59962562188	35.44	0.0940950359863
expt04_F40D5	13.0671166104	3.77419927772	76.4381426006	17.35934324	9.48	0.235825784935
expt05_F42C3	14.3250196172	4.10818757015	75.5038390099	16.8697915115	9.0	0.255271809847
expt01_F38A6	8.707415328	69.2952703039	11.544238325	5.98398567663	14.09	0.187994230865
expt03_F41D2	19.5832252141	17.436475778	55.0150701611	13.985309088	10.81	0.21058304557
expt02_F37C2	0.785634118967	7.4659639877	20.5338408237	8.16864295125	72.73	1.12721417069
expt11_G1B3	4.73320915964	18.4288375151	70.7381694672	16.6110541152	9.8	0.270924430013
expt10_B1	14.697003019	55.5051282564	18.0638582882	7.06159905632	14.7	0.181938141032
expt10_G5	10.6680351375	49.9411356295	33.9280144092	9.9274509212	9.05	0.219357824936
expt01_F38A2	3.70917347318	6.84971417664	88.1893165356	19.9111888042	5.27	0.51940484443
expt09_C2-2	8.83807231332	4.78812496866	81.2857930896	18.8385737927	8.79	0.360062183441
expt11_G1B6	9.3312923945	33.4063669288	46.6414550693	11.8024291174	14.06	0.226104007844
expt02_F37F5	0.00807705510571	5.81850857177	17.557498536	9.15332269854	80.01	1.72041273752
expt07_F3	8.13023590996	5.05149583129	84.8485151785	19.6845192221	6.57	0.402358098708
expt11_G1H11	17.9777522821	52.7580186562	8.20072828852	4.15723050831	23.46	0.0788147852547
expt07_B2	66.9237155059	4.11678218862	3.20260849561	1.28124343625	26.37	0.0680129224553
expt11_G1G7	1.29791218424	7.90501235158	88.289903578	19.74958164	6.64	0.302812973145
expt08_B6-1	4.00139769381	6.72091049768	81.1600858583	18.268856387	12.13	0.427294963311
expt07_B1	64.175023699	6.36431671905	3.38073142743	1.41096642219	26.66	0.0788305143941
expt05_F42D2	21.0663421307	10.7579658835	57.0425651754	13.7069520438	13.79	0.163944319279
expt08_G4-1	26.9384732397	4.65553820904	57.4786837997	13.4932548737	13.84	0.233177214683
expt10_D5	7.12892500177	33.1382833581	55.5710517539	14.2437013007	7.79	0.21627302954
expt01_F38A5	5.27040353053	8.36059011336	6.8345358862	2.00251901466	80.25	0.0605344607063
expt10_G3	13.8256327027	75.6058223868	3.33620733377	3.98437896232	10.4	0.0770908353198
expt04_F40E3	10.8076256499	3.8445159693	78.9918296608	17.7885615251	9.51	0.316910126269
expt10_F3	21.0766037203	65.1444003305	3.14899534453	4.03575243354	13.4	0.146113383986
expt03_F41E3	8.04748023321	14.2470649309	72.5441258685	16.0670074275	8.38	0.308481750659
expt07_B3	38.6389144987	3.73692227522	41.5971860344	10.1154447429	18.03	0.210446145829
expt08_E5-1	11.2783534024	4.63555626675	78.0623674841	17.8831459775	9.72	0.314037684522
expt11_G1C9	1.22937754045	7.98896150474	88.2591456125	20.1661751813	6.58	0.307842512154
expt09_F1-2	13.6670517008	4.80861148729	74.7968613081	17.7208635386	10.2	0.331594041265
expt02_F37B1	10.2144486692	4.1825095057	81.663878327	18.1505703422	7.49	0.434980988593
expt01_F38E3	6.10116496041	8.70744868627	82.3985072369	17.7053810076	6.42	0.468001412073
expt07_C4	44.6744350917	1.95908096936	0.331506055977	0.350477788096	53.3	0.0179732199023
expt09_A4-2	0.0269954107802	38.6194346961	40.9200435926	10.6521891278	23.81	0.236959716848
expt04_F40B6	66.3351863085	3.62175439294	0.414681928022	0.655336668026	29.79	0.037788760827
expt03_F41H3	1.90190089619	51.5944620825	33.396294659	9.81593859261	16.91	0.225053249206
expt05_F42H1	22.3086937935	6.59418600132	61.7630484629	15.1869340484	11.8	0.244840853445
expt10_G6	10.013196305	36.8286879674	47.9565721598	12.6794497541	8.65	0.248930299516
expt07_G3	19.1283437933	4.98488370933	69.7754008561	16.6069664648	9.71	0.340241261986
expt09_C1-2	52.5176319512	6.52306951453	17.6379706452	4.61289966592	24.25	0.189612448208
expt04_F40A5	21.5705844778	5.31978601086	18.1481555414	4.46642446503	56.05	0.100806451613
expt07_H1	47.6058904206	6.57216365839	29.494148622	8.06779389535	18.32	0.167182228629
expt05_F42C4	8.21628440137	4.07059977775	81.2548179443	17.9853234155	9.77	0.294332595833
expt01_F38B3	3.29460229233	7.11251712346	89.5051690664	20.4476243976	5.17	0.539080901556
expt11_G1D3	4.36336768112	16.8364086588	72.4179247544	16.6167425513	10.3	0.297547727454
expt04_F40F6	50.0960329831	3.35260696868	19.5464829805	4.80768263864	27.9	0.108602745236
expt11_G1B2	21.0593534974	51.8568387704	3.33349834167	3.14340874214	25.98	0.112865699718
expt02_F37F1	0.0136608022794	5.38918649922	18.4342769045	8.94099509187	79.2	1.56025877463
expt11_G1G2	2.5028280543	14.2776341306	78.6128393665	18.4985051713	8.57	0.28078539108
expt02_F37C4	12.3803446075	4.62009096342	75.8308769158	16.6580565432	10.26	0.393026812937
expt07_E2	64.1388161919	2.9209156815	10.6217850375	2.98408687543	23.25	0.151410321973
expt04_F40F5	24.8031654618	5.20529187894	58.623467107	14.6805340207	14.05	0.248686091702
expt10_E4	14.3590413243	74.1487032163	3.45541113366	4.34839383651	11.14	0.1406271973
expt04_F40B5	20.0002001021	4.06007063602	65.5614363325	15.6189656725	13.07	0.293149506248
expt10_E1	10.2495499349	45.2084224346	38.935359704	11.3227439552	9.17	0.247660158542
expt08_A3-1	41.1067115226	4.58384193238	33.173558804	7.72375877023	22.99	0.190538569174
expt05_F42F3	18.7517386639	4.52450025832	69.4521718396	16.12287883	10.14	0.245399992052
expt09_G3-2	0.0200140098069	22.3386370459	66.8988291804	16.1332933053	14.46	0.259181426999
expt01_F38B1	2.29788003981	6.82528673241	91.947367892	20.1903842868	3.78	0.5588894585
expt02_F37C5	16.6892553644	3.68706904227	70.6043548371	15.419012099	11.96	0.433307282134
expt11_G1C1	2.6484929078	12.2239684075	79.3248307544	18.5263539652	9.76	0.302224371373
expt09_D4-2	0.0868476328971	60.6519631604	3.43351106802	3.98085312651	39.09	0.169655841008
expt01_F38D6	20.5925301304	22.7520463987	43.7991032866	11.967833491	15.96	0.205668216034
expt03_F41B2	15.6964053269	11.9184940423	63.9451286673	13.8530089116	11.22	0.30039050766
expt11_G1B8	19.590317315	54.203328423	2.87255643588	3.94852092208	25.87	0.120436357845
expt06_F43E3	16.6896800144	10.4490604551	29.5581437234	8.08468911969	44.25	0.175101558904
expt01_F38D2	3.73241258533	7.34143963064	88.648530319	19.5088459472	4.48	0.425879121973
expt11_G1G9	0.94055529903	6.79066872779	88.7243781494	19.8861697215	7.55	0.271024472506
expt07_E1	69.1713849737	3.26767859294	4.05272457134	1.38336746577	24.15	0.103401196643
expt11_G1A7	18.0140384848	54.6421799992	2.53035620638	3.15865908266	27.11	0.14320868127
expt05_F42E2	24.3599944304	27.7007538838	34.3315497384	9.1868398544	16.13	0.181011676248
expt03_F41G3	11.5216460348	7.44539940843	75.5345529872	16.1595841093	8.53	0.16830825308
expt07_A1	64.6442842513	3.30917049858	0.510029919078	0.582317624144	31.93	0.0853396518142
expt10_A3	28.2592703052	54.3851277463	2.7636942042	3.59976140769	16.83	0.151108460085
expt10_G2	13.7799416945	70.5757420932	7.98645548443	5.30159588856	10.95	0.163295564973
expt10_B2	13.2246667737	43.429821744	36.6348161233	10.5969969488	9.93	0.239882768588
expt09_C4-2	0.00903197318508	11.1835899083	84.106737852	19.5301366839	8.44	0.265941432672
expt03_F41F1	3.11225260613	6.42393110742	87.714156217	18.2142317571	6.16	0.362592536637
expt10_H6	9.4716815746	47.1791142897	38.3847640297	11.2606331056	8.6	0.249018865669
expt02_F37G1	5.15294884585	4.34597947512	89.1528303191	20.1357130863	5.36	0.529419317879
expt11_G1C11	18.6648801072	57.3935563866	3.01481911085	3.52978821271	23.8	0.104993700378
expt09_D2-2	12.6056281888	4.8678651148	76.6073421556	17.942841199	9.39	0.317881058673
expt01_F38B9	37.4033543476	20.8189603902	25.7711827445	8.00027754649	18.23	0.265651639507
expt04_F40A6	12.4390729136	2.05809211181	2.13170197951	2.62508703869	82.89	0.132298816274
expt01_F38A1	37.3619098437	30.923301911	1.62546194739	1.94067310923	31.57	0.0592873658623
expt01_F38F4	30.3306305676	14.5649413623	42.0671658952	10.770738145	15.49	0.295937853051
expt10_F1	7.21974350253	17.3535943659	28.2177227346	8.09107460835	48.58	0.188071467158
expt11_G1B1	20.5199488311	50.4719024164	2.52822852768	2.83342902326	28.83	0.134973156458
expt01_F38C4	6.59932314634	9.22366936724	80.5096913137	19.2134140088	7.76	0.526099887191
expt09_D3-2	0.0490682048047	35.2860476062	48.3011385826	12.7667457766	20.09	0.253352159502
expt01_F38B2	2.12967251727	5.23893526229	92.861014477	20.675858127	3.81	0.548925308709
expt01_F38D5	30.8515981276	20.2402716114	35.8388412319	9.78765293208	15.52	0.183819836471
expt04_F40D1	21.8655758263	4.16131697073	62.1161904193	13.2443542046	13.99	0.174176146826
expt07_F2	69.1126739488	2.72731807073	4.70946181854	1.58611402065	24.15	0.120704274527
expt01_F38C8	44.1315778911	24.592582186	2.85393168225	2.11937542648	29.68	0.0933247702003
expt04_F40C3	58.2237369687	5.03809141941	12.6934643144	3.81415396953	24.66	0.237570168404
expt08_A2-1	55.2763719361	5.03820581522	17.0973504019	4.63927756277	23.9	0.130991366478
expt08_B4-1	20.2497609943	4.40168897387	67.7133126195	15.514459847	10.66	0.269877310389
expt08_E2-1	59.267351031	6.15429124393	11.1244126538	3.29711988348	24.58	0.116721036722
expt05_F42B3	28.8240319472	4.54473208432	56.2573262075	13.3401545706	12.68	0.238412174915
expt11_G1A1	4.68546151337	9.86933300718	0.514717873451	0.606449771689	85.36	0.0540198956295
expt06_F43D1	9.77571011761	4.50284247571	80.8185527938	18.4866198101	7.98	0.195514202352
expt04_F40F4	14.2709317944	4.02069548779	73.3655042038	17.0638276703	11.3	0.336301676534
expt05_F42A3	5.29770088412	44.8172047327	39.2916996999	10.6837135087	13.93	0.153542003272
expt04_F40B4	13.225581858	3.96359657848	76.6669982097	17.5283469266	9.21	0.352098667197
expt03_F41B3	6.41889174843	12.0707334727	77.7686183046	18.3338024771	7.12	0.293549943703
expt05_F42B1	8.40851893483	4.66432571696	83.075530444	19.3178087915	7.22	0.257637099742
expt01_F38F7	45.6641973315	30.5454068347	1.74602854202	2.14771603318	23.48	0.144324902606
expt08_D5-1	13.8408582296	4.47479602999	75.9521109517	17.2930444469	9.2	0.288016698947
