Sample	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result
expt04_F40C4	21.2634914348	3.86671947718	64.6836320428	15.1925933261	12.75	0.263392415091
expt11_G1G12	0.612730398625	91.9955219703	4.4550397825	5.64351685258	7.32	0.134940626125
expt08_D2-1	58.6354814631	4.17317740732	15.661607365	3.99800945509	22.59	0.114456332421
expt11_G1H8	1.36060551451	8.07853266855	87.4421817745	18.9043070824	6.68	0.198233916021
expt02_F37A3	3.13082841156	7.42636773391	46.4223267019	10.5542819397	45.27	0.269078333851
expt11_G1A8	18.9535010887	57.691657636	2.96670411501	3.66861199209	23.18	0.113339232276
expt10_G1	10.4390439044	50.2600260026	32.5662566257	9.74197419742	10.15	0.2400240024
expt06_F43A1	1.43406890746	84.276351392	6.88373118474	5.3805143006	11.28	0.148317399234
expt02_F37D4	29.2473878149	4.86699308465	47.9117661905	10.5375801322	20.12	0.238251476452
expt11_G1G6	19.7703813987	53.0810659579	2.66089789067	3.02760818953	27.03	0.0989218517371
expt08_B5-1	18.4990978238	4.47997766989	70.5561592216	15.9540637804	9.57	0.286104492937
expt09_H3-2	0.00799840031994	13.8142371526	80.373925215	18.1093781244	9.62	0.291941611678
expt07_A3	17.08414639	4.44128071363	72.4234399267	17.076181753	9.55	0.294691569432
expt03_F41D1	7.25673556098	9.47842833601	79.3297198563	16.9476045824	6.93	0.237258522445
expt11_G1H2	18.6125955152	56.1773959946	3.18533686261	3.89851670579	24.86	0.103880537382
expt03_F41E1	10.7544926928	12.4816446402	71.5414506478	16.0548213412	8.36	0.291687893953
expt04_F40B2	0.0513120490954	2.62204570877	2.82729390515	3.41430374681	93.9	0.0820992785526
expt04_F40C2	25.8878908882	5.29365023486	58.3850494362	14.0684563623	13.06	0.315828647871
expt11_G1D1	3.93350245155	13.239349062	76.9865540994	18.4542729087	9.55	0.297795112952
expt02_F37E5	4.35601763714	4.10349487556	90.2285528276	19.7293271649	5.09	0.511950442408
expt08_C2-1	54.2485499744	4.14249957278	21.7267618942	5.21205054231	21.14	0.119620832119
expt07_H3	13.4845228291	4.69537794026	77.6439748509	19.1862684049	8.08	0.398730490328
expt01_F38D9	42.5345789124	35.2543840222	2.75624635084	2.70188648855	21.25	0.091606434597
expt11_G1F5	5.8147632312	19.5801830481	68.1695185038	16.4056904099	10.32	0.270592916832
expt02_F37B6	24.4061569017	4.29394240318	51.6454816286	12.0566037736	21.97	0.308838133069
expt10_D1	9.53116481919	52.3785006158	32.6791447089	9.76639004987	8.92	0.165566256789
expt11_G1A4	20.281998934	54.8137942132	2.51727293756	3.18908209548	24.77	0.103587340219
expt02_F37E1	43.3210221601	8.59452984628	0.669794370134	0.696745857457	47.95	0.094829307247
expt08_G5-1	33.0001001703	4.39447060002	47.9865771812	11.1810077131	16.75	0.204347390564
expt02_F37B5	1.5145280273	5.04641943092	18.6029005871	8.8071460832	77.04	1.43122396748
expt04_F40D6	3.5312235012	2.78852620396	7.99422996326	6.10824666907	84.41	0.229047066736
expt08_D4-1	22.1980130729	3.95186599236	64.7140544106	14.8399864073	11.85	0.247866152278
expt11_G1A10	0.214400929739	89.542444371	5.35902136996	7.19445362828	9.39	0.167312875076
expt10_B6	10.9175769613	48.8818272095	34.180734856	10.0794438928	9.5	0.22641509434
expt11_G1B9	1.22702469123	9.38508074647	86.0776412184	19.7379131536	7.09	0.290425991619
expt07_F1	67.8219253203	3.43686125929	6.72216959968	2.10778204297	22.71	0.103694102398
expt07_C2	71.7181864759	2.77071759376	0.876020936097	0.597743643323	24.97	0.0602766699149
expt04_F40C6	13.0454381536	3.94678847618	77.5714228473	17.8547101014	8.46	0.360620266859
expt11_G1D9	19.5631136469	55.4212616681	2.43140259269	3.09671175984	24.77	0.0826596237979
expt02_F37H1	4.16419456372	4.38743802983	90.8530514968	20.5373932806	4.68	0.605371921603
expt04_F40G3	16.6081072942	4.3246933162	71.1205252274	16.2186038107	10.87	0.336298110707
expt09_D1-2	12.1226377322	4.83664317745	77.6275224215	18.6318866111	8.96	0.33031710442
expt01_F38G5	49.1043235061	28.167446896	1.64098759987	2.07203504516	22.57	0.106258207444
expt02_F37H5	6.32066637094	4.50588989107	86.7356695746	19.9398688945	6.54	0.528365123959
expt05_F42B2	14.4395968106	5.34677298029	74.8277418384	18.1605736924	8.49	0.259766310616
expt10_A1	8.89687575295	44.7564452654	41.831981367	12.1596658903	8.23	0.24094450245
expt10_F5	11.2872899846	50.3061624622	32.274249173	9.83942809455	9.5	0.227233879968
expt10_C5	13.2635602293	50.6718829733	29.877029907	9.31931200784	9.57	0.217123760544
expt04_F40A1	44.5358683496	7.09378494967	29.9708419875	7.88264898546	20.12	0.182736858923
expt10_D4	14.6499292081	74.5687678226	3.46581051708	4.28540092129	10.65	0.106686342154
expt10_H1	7.68824385479	41.25515839	45.1406471163	12.4758278344	9.43	0.254181535456
expt09_B3-2	0.0199834137666	31.1561404035	56.1084300031	14.3111217689	16.36	0.260783549654
expt07_C1	70.3331225598	3.17565465257	2.37170415425	1.13616974296	24.63	0.139512009073
expt05_F42G1	1.99017732105	83.7886348843	12.2724314089	7.01295883548	6.41	0.151876762855
expt10_F2	9.04859298963	46.961804681	38.8199852901	11.0747282198	8.91	0.299235287598
expt01_F38D3	2.40310696671	5.57496855095	91.4049240231	19.7140632176	4.14	0.276551985783
expt04_F40A3	19.5910191635	4.11870808295	67.9691470597	15.4762972485	10.89	0.221232323836
expt02_F37E6	8.0784754714	3.65569589751	84.1743810117	18.320649009	7.35	0.338360208036
expt05_F42D3	6.19829284307	3.55371483408	86.4023435527	19.2908732764	6.85	0.182837517046
expt02_F37G5	7.17191351221	3.69316473959	76.2348956977	16.716429874	16.09	0.496964110374
expt01_F38C5	28.5213272983	23.8142341856	26.7787736179	7.33890870577	23.03	0.211824185926
expt01_F38E2	8.48067485582	9.00640673257	80.3300316838	18.5095601243	5.86	0.476756854004
expt04_F40A2	8.48079800499	4.68728179551	52.4109725686	13.6528678304	36.33	0.328179551122
expt11_G1G5	2.56185243172	10.9524426849	81.7957897466	19.091734062	8.59	0.280218191246
expt07_B4	53.8318094321	5.86501443696	1.72441450112	1.06873596407	39.01	0.186477382098
expt11_G1H6	0.0	94.3740603388	12.4135511677	17.9031773078	5.42	0.0811867294778
expt01_F38D8	44.4768172	31.6893555031	3.80770583212	2.3840859999	21.56	0.0713316923695
expt03_F41G1	8.55996523462	25.1250644271	56.7989570385	14.0779593528	12.68	0.271857219376
expt09_F2-2	16.0141537486	4.74170400032	70.6260159378	16.9418784443	11.66	0.304285770923
expt04_F40E5	19.1908536524	4.58723891618	66.0940152908	16.4371037906	13.07	0.32349779479
expt11_G1F10	14.3084834451	48.483846069	19.6072534809	6.52773183372	20.54	0.131316472699
expt01_F38B4	22.6053716527	12.5925629428	55.1965336429	14.1626305888	12.78	0.39426810231
expt01_F38A4	1.57506366425	91.7507168495	5.32173006356	5.84407772052	6.52	0.154398347737
expt06_F43F2	13.807085359	4.44827448793	76.0769506655	17.8737945326	8.72	0.229138439468
expt11_G1D7	1.93516836663	9.24669155073	85.5745623665	19.3826224076	7.0	0.284436815106
expt11_G1C12	0.00613039346909	0.448540455488	0.197194323256	0.110347082444	99.32	0.0020434644897
expt05_F42E3	9.88809337585	4.27070172272	81.1974810982	18.3101698654	8.07	0.247678639472
expt01_F38B6	36.1812793787	28.4998978132	19.0976905784	6.18741058655	18.42	0.196198651134
expt01_F38G8	44.9809201811	24.4152480376	10.6639381537	4.01862506673	21.52	0.151254522807
expt02_F37B4	38.4974414328	6.30846725834	30.8657151995	7.44982809627	25.95	0.192891980491
expt01_F38A8	18.5819022194	21.7615651273	4.43678527314	2.24229987648	56.44	0.083675339682
expt11_G1D5	5.08109414169	16.5450170645	72.3534919309	17.432975264	9.97	0.322161705041
expt01_F38E6	38.9945693704	23.5269544663	20.2176327346	6.21414816551	19.41	0.213964767135
expt04_F40E2	49.1967486242	7.38425809057	1.10768920079	1.99727369112	42.17	0.09087696269
expt01_F38E9	47.3097713935	23.1616351758	8.85133026646	3.61985484342	22.29	0.134888917969
expt06_F43B1	7.50425638458	68.8362543816	18.1472208312	7.60140210315	9.38	0.156234351527
expt07_A2	34.0988867716	27.1878447498	1.49132484204	1.67686290242	38.42	0.224651489319
expt11_G1H12	0.0266135709498	87.036233884	3.76729882112	4.68201711154	12.8	0.137010606001
expt05_F42H3	13.8362574271	4.34656272858	76.4616294099	17.4714186948	8.51	0.22243820326
expt01_F38G7	39.1857430616	17.6594330168	26.1542583276	7.25448754205	18.93	0.268905228272
expt01_F38F5	44.1996020756	19.8382307362	20.8700346934	6.36179125966	17.08	0.208960297543
expt01_F38C1	10.1294141252	7.9955858748	79.1803772071	18.6536918138	6.48	0.481540930979
expt01_F38A3	1.07275304351	5.50550453372	93.3625225715	20.5366677669	3.98	0.538803564841
expt11_G1F8	21.472557427	56.0540793283	2.72386315025	3.22227638556	22.37	0.0756075965738
expt10_B5	8.90019711171	42.9532563659	43.2388672111	11.899110986	8.53	0.276559797257
expt04_F40F3	20.9187052237	4.47211575124	65.1070618691	16.1947382152	12.33	0.290983524312
expt07_D1	66.2420190036	4.45729224272	4.59906490373	1.61580614348	25.38	0.0995425066613
expt01_F38E1	14.0514323246	10.1460112161	71.0544131764	16.7827009549	8.28	0.486030414793
expt01_F38A7	2.55266588897	89.4119261648	5.02886943565	5.46117575556	7.36	0.204879865897
expt08_A6-1	9.9183544053	5.07708770956	80.3218263248	19.0053901946	8.4	0.260592128731
expt04_F40E4	15.7750960615	4.16366474544	72.5354226705	18.1976464938	10.64	0.299191482549
expt11_G1D12	0.0256331890645	2.53177036606	0.659561672467	0.386469619741	96.85	0.00591535132257
expt01_F38H7	49.6806119633	18.1154134301	9.75415007295	3.47088048579	23.72	0.120263396554
expt04_F40E6	38.1670826723	3.44088846671	38.0276281617	8.54512566064	21.93	0.148549369928
expt11_G1F7	0.282902338925	1.81097342312	11.9426624696	3.16870542296	86.65	0.316770928796
expt01_F38E5	34.4785807862	13.3686626412	40.4783246816	10.2983619153	14.13	0.303385506447
expt03_F41C1	35.6589069436	17.0707212726	29.2405648061	7.62648884247	19.75	0.14762889911
expt10_A5	9.47846571312	42.7465285716	42.1968650293	11.6055542855	9.24	0.243521822537
expt06_F43A2	0.153140879665	89.7365777986	4.80802696871	5.18491264009	9.4	0.113364027804
expt11_G1E2	2.67206640472	11.1063098552	83.0762428274	18.5286048779	7.13	0.321572489474
expt03_F41C4	21.2716114888	11.551822523	58.0564426513	14.0355794932	12.0	0.267296699336
expt06_F43A3	0.0700602518166	93.923774446	4.60796284805	5.33959204916	5.96	0.124106731789
expt11_G1D4	3.40991487629	14.5604259165	77.3642440677	18.3130208489	8.62	0.286063351113
expt08_C5-1	22.1284377857	4.27255097017	61.2124317969	14.0586219717	15.29	0.248193812237
expt01_F38H5	44.551850538	21.8428520752	13.162666036	4.54751487919	22.18	0.16357258287
expt02_F37C3	5.16386479919	4.16526737915	59.6639734498	13.4153809684	33.82	0.372375101243
expt05_F42A4	1.26475380519	87.1249453563	8.24623455073	5.68294718436	7.36	0.156976513134
expt11_G1E6	6.5071377015	19.5394578555	66.8126954848	15.6808886037	10.92	0.220546956452
expt11_G1G10	0.977532835851	7.28825150351	89.0429832854	19.4108654987	6.58	0.286622282117
expt05_F42D4	9.2525204319	3.96508182704	81.7077293245	17.9283739983	8.17	0.178965578954
expt01_F38H1	5.60322867447	11.0056641659	80.3422474851	18.3760726452	6.89	0.496488616725
expt11_G1A12	20.9350654566	40.9796401895	2.41948437876	2.4917677295	37.8	0.0913581238455
expt07_H2	65.0059300158	4.66926457837	8.30301882655	2.47466039447	22.88	0.0916910013255
expt10_H2	23.2657084519	62.976634715	3.02652357148	3.90561350218	13.41	0.138803673268
expt06_F43F1	12.3144271032	4.57395868812	78.5226293751	18.6123855509	7.91	0.330575200849
expt01_F38D4	27.5038744673	19.3723363038	42.7402169702	11.2088337854	13.24	0.246028671058
expt01_F38D1	15.4938357113	9.50072230028	67.5479389706	15.6857894841	11.1	0.321572042032
expt11_G1E5	6.00955468695	18.7275904211	67.1848013817	15.8339140886	11.71	0.267652435637
expt08_H5-1	16.3048843136	4.38570867371	71.9653091854	16.6070691097	10.52	0.2387259889
expt08_D3-1	57.6515573966	4.39237632438	16.5747231737	4.43220744045	22.67	0.146379351549
expt06_F43C1	16.5446603404	4.6794195913	72.5299994979	17.2696691269	9.27	0.27514183863
expt03_F41D3	43.6195035604	31.7144064046	3.5372329726	2.84225771412	22.96	0.0804602325301
expt01_F38C7	36.5618373503	30.4492827206	17.7194397157	5.99408655138	17.42	0.153311630778
expt08_F3-1	59.7888608655	5.32034731291	11.1700377817	3.02253945152	24.76	0.130591249389
expt11_G1H5	6.20229958352	22.6361516848	62.1624853038	14.976187155	12.33	0.235139389833
expt08_H2-1	50.6755072536	12.0833541054	14.7056184256	4.28635525201	24.09	0.136597038736
expt05_F42F1	19.4787229808	5.89546594483	67.5530432706	16.6205565065	9.94	0.253771744755
expt09_G1-2	13.1390582825	4.94451664501	75.2784164751	18.199540138	10.09	0.329901029691
expt02_F37E3	7.67850699595	5.08058373091	82.6374133023	18.6074249288	8.52	0.486108326986
expt11_G1H7	2.64382105833	11.3151931985	81.6135629925	18.1909326061	8.12	0.245633735036
expt08_F4-1	17.765045845	4.56149823519	70.3882572917	16.1092279849	10.9	0.292967773545
expt11_G1E10	12.3283311952	39.0644112295	33.3989677496	9.52395158965	18.54	0.206847857434
expt04_F40D2	9.32413517297	4.19516096781	73.8832233553	17.2275544891	15.52	0.244951009798
expt10_H5	12.4177367576	56.0774478331	25.5467495987	8.37680577849	9.5	0.199638844302
expt02_F37D6	4.23246233997	4.4394410565	89.4743750252	20.6726303461	6.04	0.463430394572
expt11_G1A11	0.858248892179	6.8239789539	90.5222514529	20.166848386	6.15	0.346100369107
expt02_F37E2	12.7136097409	3.96527994053	76.6222284733	17.8975075096	10.13	0.348607078632
expt10_A4	14.5343499262	74.0279829149	3.65554269291	4.37806873977	11.09	0.131731268213
expt04_F40G1	10.8899983829	4.66324385511	76.3785575679	18.1627991591	11.4	0.376980918499
expt11_G1A3	2.20506056365	12.7994200389	81.6023440096	19.2232951056	7.81	0.310118106669
expt10_H3	12.3100716029	69.3302670295	3.35720096006	4.134488888	18.12	0.120509756269
expt11_G1H10	18.3458480343	58.2069298272	3.12113627454	3.71520762341	23.01	0.0864469306314
expt08_B3-1	58.1873633099	4.50651096531	13.1643893337	3.13509500592	24.98	0.101326270591
expt04_F40D4	35.2526522198	4.76142591382	41.8834531651	10.0135753432	19.74	0.12770878375
expt03_F41H1	0.481845809341	76.5325095969	10.0237923864	5.77315259117	16.91	0.15195137556
expt03_F41A4	2.60569560875	81.8166227845	4.83410505503	5.37380584894	15.0	0.146274046949
expt02_F37A5	13.9495466267	31.8889859413	6.12365859745	2.91677065136	49.83	0.158056734049
expt05_F42C1	32.520416382	5.84301051151	50.7498751058	12.6545884608	13.04	0.199830755585
expt06_F43E2	12.9258327783	4.88384345458	76.5420439973	18.1426881517	9.09	0.271379862223
expt11_G1A9	0.993145193618	7.11937785617	89.7328228975	20.3188887998	6.22	0.294636414656
